,Campus Name,Lower Grade,Upper Grade,Grade Range,Map Label,Lower Age,Upper Age,CDS Code,Campus Address,Location 1,Zip Codes,Supervisor District,Neighborhoods (old),Fire Prevention Districts,Police Districts,Supervisor Districts,CCSF Entity_Private,CCSF Entity_SFCCD,CCSF Entity_SFUSD,Category_Community College District,Category_Independent / Private,Category_USD Charter School,Category_USD Charter School; PreK-5,Category_USD County School,Category_USD Grades 6-12,Category_USD Grades 6-8,Category_USD Grades 9-12,Category_USD Grades K-4,Category_USD Grades K-5,"Category_USD Grades K-5, PreK-5",Category_USD Grades K-8,Category_USD Grades PK-8,Category_USD PreK,"Category_USD PreK, Grades K-5",Category_USD PreK-4,"Category_USD PreK-4, Grades K-5",Category_USD PreK-5,Category_USD PreK-5                                   ,"Category_USD PreK-5, Grades K-5",Category_USD PreK-8,Category_USD PreK/TK,Category_USD PreK/TK-4,Category_USD PreK/TK-5,General Type_CC,General Type_CDC,General Type_IND,General Type_PS
231,"Peabody, George Peabody Elementary School",0,5,K-5,PS090,5,10,38684786041065.0,"251 06TH AVE, San Francisco, CA 94118","CA
(37.783855, -122.465027)",54,1,11,11.0,6.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,Hillcrest Elementary School,0,5,K-5,PS046,5,10,38684786041156.0,"810 SILVER AVE, San Francisco, CA 94134","CA
(37.728413, -122.418686)",309,9,5,9.0,3.0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,La Piccola Scuola Italiana Preschool,-2,-1,PK,CDC069,3,4,,"728 20TH ST, SAN FRANCISCO, CA 94107","CA
(37.760681, -122.389198)",28856,10,29,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,Parkside Preschool & Kindergarten,-2,0,PK-K,IND281,3,5,380506198.0,"2425 19TH AVE, SAN FRANCISCO, CA 94116","CA
(37.742615, -122.47625)",29491,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,Rooftop (5-8 Mayeda Campus),-2,8,PK-8,PS096,3,13,38684786089775.0,"500 CORBETT AVE, San Francisco, CA 94114","CA
(37.757397, -122.444496)",28862,8,3,2.0,5.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,Alt School - Potrero Hill,-1,8,TK-8,IND206,4,13,,"99 MISOURI ST, SAN FRANCISCO, CA 94107","CA
(37.765507, -122.396584)",28856,10,20,14.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,City College of San Francisco Ocean Campus,13,14,13-14,CC09,18,19,,"50 PHELAN AVE, SAN FRANCISCO, CA 94112","CA
(37.725716, -122.451134)",28861,7,40,9.0,7.0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,Little School,-2,-1,PK,CDC078,3,4,384000125.0,"1520 LYON ST, SAN FRANCISCO, CA 94115","CA
(37.785137, -122.444717)",29490,2,31,15.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,Katherine Michiels School,-2,5,PK-5,IND256,3,10,380504523.0,"1335 GUERRERO ST, SAN FRANCISCO, CA 94110","CA
(37.749817, -122.42231)",28859,8,19,2.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,Cross Cultural Family Center - Mary Lane Infant And Toddler Center,-2,-1,PK,CDC024,3,4,384001117.0,"1 WEBSTER ST, SAN FRANCISCO, CA 94123","CA
(37.769699, -122.428474)",28862,8,10,7.0,9.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Tule Elk Park Early Education School,-2,5,PK-5,PS116,3,10,38684780117523.0,"2110 GREENWICH ST, San Francisco, CA 94123","CA
(37.799419, -122.434563)",57,2,17,13.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
242,Kittredge School,0,8,K-8,IND258,5,13,38684786981336.0,"2355 LAKE ST, SAN FRANCISCO, CA 94121","CA
(37.785507, -122.484955)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,Kellys Family Day Care,-2,-1,PK,CDC066,3,4,,"309 30TH ST, SAN FRANCISCO, CA 94131","CA
(37.741787, -122.427292)",63,8,7,2.0,7.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,Serra Preschool,-2,-1,PK,CDC135,3,4,384001376.0,"7 FUNSTON AVE, SAN FRANCISCO, CA 94129","CA
(37.799297, -122.456116)",61,2,30,11.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,"Key, Francis Scott Key Elementary/Early Education",0,5,K-5,PS054,5,10,38684786041008.0,"1530 43RD AVE, San Francisco, CA 94122","CA
(37.758099, -122.501999)",56,4,35,1.0,8.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,San Francisco Community Alternative School,0,8,K-8,PS099,5,13,38684786093488.0,"125 EXCELSIOR AVE, San Francisco, CA 94112","CA
(37.726105, -122.432136)",28861,11,5,9.0,7.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,Ulloa Elementary School,0,5,K-5,PS117,5,10,38684786041685.0,"2650 42ND AVE, San Francisco, CA 94116","CA
(37.737316, -122.499397)",29491,4,35,1.0,8.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,San Francisco Montessori Academy,-2,-1,PK,CDC133,3,4,,"1566 32ND AVE, SAN FRANCISCO, CA 94122","CA
(37.757992, -122.490379)",56,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,Town School For Boys,0,8,K-8,IND332,5,13,38684786980833.0,"2750 JACKSON ST, SAN FRANCISCO, CA 94115","CA
(37.792034, -122.440132)",29490,2,27,13.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,City College of San Francisco Downtown Center,13,14,13-14,CC03,18,19,,"88 4TH ST, SAN FRANCISCO, CA 94103","CA
(37.784565, -122.404724)",28853,6,34,12.0,2.0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,Little Tree Preschool,-2,-1,PK,CDC082,3,4,,"3161 MISSION ST, SAN FRANCISCO, CA 94110","CA
(37.746403, -122.419037)",28859,9,2,2.0,7.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,Marin Day School - Fremont St,-2,-1,PK,CDC088,3,4,384001296.0,"199 FREMONT ST, SAN FRANCISCO, CA 94105","CA
(37.789883, -122.39489)",28855,6,6,12.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253,Grace Lutheran Church - Grace Infant Care Center,-4,-2,INF,CDC049,1,3,380504016.0,"3201 ULLOA ST, SAN FRANCISCO, CA 94116","CA
(37.740261, -122.490852)",29491,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,Childrens Day School,-2,8,PK-8,IND226,3,13,38684787096514.0,"333 DOLORES ST, SAN FRANCISCO, CA 94110","CA
(37.764256, -122.425201)",28859,8,19,8.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,Lick-Wilmerding High School,9,12,9-12,IND263,14,17,38684786939649.0,"755 OCEAN AVE, SAN FRANCISCO, CA 94112","CA
(37.722321, -122.448982)",28861,7,24,9.0,7.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,Epiphany Elementary School,0,8,K-8,IND240,5,13,38684786980734.0,"600 ITALY AVE, SAN FRANCISCO, CA 94112","CA
(37.715725, -122.434532)",28861,11,5,9.0,7.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
257,Lisa Kampner Hebrew Academy,0,12,K-12,IND264,5,17,38684786981245.0,"645 14TH AVE, SAN FRANCISCO, CA 94118","CA
(37.767643, -122.42762)",28862,8,3,8.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,Montessori School Of The Bay Area,-2,-1,PK,CDC109,3,4,380505730.0,"1530 EDDY ST, SAN FRANCISCO, CA 94115","CA
(37.78159, -122.433311)",29490,5,41,15.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
259,Compass Childrens Center,-2,-1,PK,CDC015,3,4,384000988.0,"144 LEAVENWORTH ST, SAN FRANCISCO, CA 94102","CA
(37.782429, -122.413719)",28852,6,36,7.0,10.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,Cross Cultural Family Center - Turk Street Center,-2,4,PK-4,IND234,3,9,380506340.0,"201 TURK ST, SAN FRANCISCO, CA 94102","CA
(37.782799, -122.412865)",28852,6,36,7.0,10.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,"Carver, Dr. George Washington Carver Elementary School",0,5,K-5,PS014,5,10,38684786093496.0,"1360 OAKDALE AVE, San Francisco, CA 94124","CA
(37.731667, -122.385338)",58,10,1,10.0,3.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,Saint Luke School (Sls Preschool),-2,-1,PK,CDC131,3,4,384002543.0,"1335 SUTTER ST, SAN FRANCISCO, CA 94109","CA
(37.787209, -122.42234)",28858,2,41,13.0,9.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,Buen Dia Family School,-2,-1,PK,CDC007,3,4,380504038.0,"589 GUERRERO ST, SAN FRANCISCO, CA 94110","CA
(37.761932, -122.423454)",28859,8,19,8.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264,"Preschool, The",-2,-1,PK,CDC124,3,4,380505138.0,"102 SAN JOSE AVE, SAN FRANCISCO, CA 94110","CA
(37.753262, -122.421791)",28859,8,19,2.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,Garfield Elementary / Early Education,0,5,K-5,PS036,5,10,38684786041040.0,"420 FILBERT ST, San Francisco, CA 94133","CA
(37.802036, -122.406692)",308,3,23,3.0,1.0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,City College of San Francisco Evans Center,13,14,13-14,CC04,18,19,,"1400 EVANS AVE, SAN FRANCISCO, CA 94124","CA
(37.741859, -122.384682)",58,10,1,10.0,3.0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,Presidio Early Education School,-2,4,PK-4,PS091,3,9,38684780117499.0,"387 MORAGA AVE, San Francisco, CA 94129","CA
(37.79752, -122.461105)",61,2,30,11.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
268,Saint John Of San Francisco Orthodox Academy,0,12,K-12,IND299,5,17,38684787096191.0,"6210 GEARY BLVD, SAN FRANCISCO, CA 94121","CA
(37.780327, -122.486336)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,Live Oak School,0,8,K-8,IND267,5,13,38684786981377.0,"1555 MARIPOSA ST, SAN FRANCISCO, CA 94107","CA
(37.763557, -122.399467)",28856,10,29,14.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,Saint James Catholic School,0,8,K-8,IND297,5,13,38684786981773.0,"325 FAIR OAKS ST, SAN FRANCISCO, CA 94110","CA
(37.751137, -122.423592)",28859,8,19,2.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,Discovery Center School,0,12,K-12,IND236,5,17,,"1442 FULTON ST, SAN FRANCISCO, CA 94117","CA
(37.776836, -122.440605)",29492,5,41,15.0,5.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,Fei Tian Academy Of The Arts California,0,12,K-12,IND242,5,17,38684786139463.0,"1950 PAGE ST, SAN FRANCISCO, CA 94117","CA
(37.770477, -122.453003)",29492,5,9,15.0,5.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
273,San Francisco Adventist,0,8,K-8,IND311,5,13,38684786980718.0,"66 GENEVA AVE, SAN FRANCISCO, CA 94112","CA
(37.721714, -122.451187)",28861,11,24,9.0,8.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,One Fifty Parker Ave School,-2,-1,PK,CDC116,3,4,380500487.0,"150 PARKER AVENUE, SAN FRANCISCO, CA 94118","CA
(37.782818, -122.454094)",54,2,31,11.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,Economic Opportunity Council Sf - Omi Childcare,-2,-1,PK,CDC030,3,4,380504445.0,"306 RANDOLPH ST, SAN FRANCISCO, CA 94132","CA
(37.714497, -122.465576)",64,11,24,9.0,8.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,Calvary Presbyterian Church - Calvary Nursery School,-2,-1,PK,CDC010,3,4,380500099.0,"2515 FILLMORE ST, SAN FRANCISCO, CA 94115","CA
(37.792713, -122.435089)",29490,2,27,13.0,9.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,Alt School - Dogpatch 1,-1,2,TK-2,IND202,4,7,38684786148290.0,"2265 03RD ST, SAN FRANCISCO, CA 94107","CA
(37.761177, -122.38813)",28856,10,29,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,Alvarado Elementary School,0,5,K-5,PS002,5,10,38684786040703.0,"625 DOUGLASS ST, San Francisco, CA 94114","CA
(37.753681, -122.438194)",28862,8,22,2.0,4.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,"Mclaren, John Mclaren Early Education School",-2,5,PK-5,PS076,3,10,38684780117531.0,"2055 SUNNYDALE AVE, San Francisco, CA 94134","CA
(37.713131, -122.423187)",309,10,18,9.0,7.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
280,Cathedral School For Boys,0,8,K-8,IND224,5,13,38684786965586.0,"1275 SACRAMENTO ST, SAN FRANCISCO, CA 94108","CA
(37.79229, -122.413414)",28857,3,21,5.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
281,Bright Horizons - Pacific Gas And Electric,-2,4,1-4,IND220,3,5,384001513.0,"77 BEALE ST, SAN FRANCISCO, CA 94105","CA
(37.791672, -122.395721)",28855,6,6,12.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,Sterne School,5,12,5-12,IND327,10,17,,"2690 JACKSON ST, SAN FRANCISCO, CA 94115","CA
(37.792057, -122.439354)",29490,2,27,13.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,Congregation Emanu-El Preschool,-2,-1,PK,CDC018,3,4,384000060.0,"2 LAKE ST, SAN FRANCISCO, CA 94118","CA
(37.787338, -122.459793)",54,2,11,11.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284,City Arts And Tech High School,9,12,9-12,PS019,14,17,38684780107300.0,"325 LA GRANDE AVE, San Francisco, CA 94112","CA
(37.718784, -122.424667)",309,11,18,9.0,7.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,Saint Thomas More,0,8,K-8,IND307,5,13,38684786980650.0,"50 THOMAS MORE WAY, SAN FRANCISCO, CA 94132","CA
(37.712299, -122.473389)",64,7,14,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286,Independence High School,9,12,9-12,PS049,14,17,38684783830197.0,"1350 07TH AVE, San Francisco, CA 94122","CA
(37.763226, -122.463585)",56,5,12,1.0,5.0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,Cross Cultural Family Center - Richmond I And Ii,-2,-1,PK,CDC025,3,4,380505039.0,"750 31ST AVE, SAN FRANCISCO, CA 94121","CA
(37.775101, -122.49028)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,Angelinas School Day Care,-2,-1,PK,CDC005,3,4,,"4635 CABRILLO ST, SAN FRANCISCO, CA 94121","CA
(37.77309, -122.5084)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,Convent Of The Sacred Heart High School,9,12,9-12,IND231,14,17,38684786939540.0,"2222 BROADWAY ST, SAN FRANCISCO, CA 94115","CA
(37.794918, -122.434059)",29490,2,27,13.0,9.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,Marshall Elementary School,0,5,K-5,PS072,5,10,38684786041412.0,"1575 15TH ST, San Francisco, CA 94103","CA
(37.766289, -122.419022)",28853,9,19,8.0,4.0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,Chinese American International School,0,8,K-8,IND227,5,13,38684787021116.0,"150 OAK ST, SAN FRANCISCO, CA 94102","CA
(37.775429, -122.422424)",28852,5,10,7.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,Sacred Heart Cathedral Preparatory,9,12,9-12,IND287,14,17,38684786939748.0,"1055 ELLIS ST, SAN FRANCISCO, CA 94109","CA
(37.783287, -122.423187)",28858,5,41,7.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,Kzv Armenian School - Krouzian Zekarian Armenian School,-2,8,PK-8,IND259,3,13,38684786913123.0,"825 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132","CA
(37.713841, -122.478317)",64,7,14,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,San Francisco Friends School,0,8,K-8,IND316,5,13,38684786204762.0,"250 VALENCIA ST, SAN FRANCISCO, CA 94103","CA
(37.768978, -122.422905)",28853,8,19,8.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,Saint John Catholic School,0,8,K-8,IND298,5,13,38684786139893.0,"925 CHENERY ST, SAN FRANCISCO, CA 94131","CA
(37.734886, -122.43753)",63,8,7,2.0,7.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,San Francisco School,0,8,K-8,IND319,5,13,38684786980726.0,"300 GAVEN ST, SAN FRANCISCO, CA 94134","CA
(37.732781, -122.411697)",309,9,28,9.0,3.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,Cornerstone Academy,-2,-1,PK,CDC019,3,4,38684787086192.0,"1925 LAWTON ST, SAN FRANCISCO, CA 94134","CA
(37.75742, -122.483665)",56,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,Room To Grow Preschool,-2,-1,PK,CDC128,3,4,384001473.0,"3786 MISSION ST, SAN FRANCISCO, CA 94110","CA
(37.73621, -122.424728)",28859,8,2,2.0,7.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,Grace Cathederal Community Preschool,-2,-1,PK,CDC048,3,4,,"1100 CALIFORNIA ST, SAN FRANCISCO, CA 94108","CA
(37.792183, -122.413597)",28857,3,21,5.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,Youth Chance High School,9,12,9-12,IND339,14,17,38684786204242.0,"169 STEUART ST, SAN FRANCISCO, CA 94105","CA
(37.792519, -122.392021)",28855,6,6,12.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301,Nihonmachi Little Friends - After School Program,-2,-1,PK,CDC112,3,4,380504889.0,"1700 SUTTER ST, SAN FRANCISCO, CA 94115","CA
(37.786919, -122.428688)",29490,5,27,13.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,Presidio Preschool,-2,-1,PK,CDC125,3,4,384002067.0,"143 CLEMENT ST, SAN FRANCISCO, CA 94118","CA
(37.782864, -122.460831)",54,1,11,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,Crayon Box Preschool,-2,-1,PK,CDC021,3,4,384001502.0,"65 OCEAN AVE, SAN FRANCISCO, CA 94112","CA
(37.72329, -122.438774)",28861,11,25,9.0,7.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,Compass Clara House,-2,-1,PK,CDC016,3,4,384000989.0,"111 PAGE ST, SAN FRANCISCO, CA 94102","CA
(37.773743, -122.423042)",28852,5,10,7.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,"Wallenberg, Raoul Wallenberg High School",9,12,9-12,PS120,14,17,38684783830205.0,"40 VEGA ST, San Francisco, CA 94118","CA
(37.780647, -122.445953)",54,2,16,15.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,Little Footprints Preschool,-2,-1,PK,CDC077,3,4,384002156.0,"2201 VICENTE ST, SAN FRANCISCO, CA 94116","CA
(37.738415, -122.4907)",29491,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,Hillwood Academic Day School,1,8,1-8,IND250,6,13,38684786939607.0,"2521 SCOTT ST, SAN FRANCISCO, CA 94115","CA
(37.793324, -122.440117)",29490,2,27,13.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,ABC Preschool,-2,-1,PK,CDC001,3,4,380506527.0,"426 33RD AVE, SAN FRANCISCO, CA 94121","CA
(37.781139, -122.493042)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,Saint Thomas The Apostle Elementary School,0,8,K-8,IND308,5,13,38684786980668.0,"3801 BALBOA ST, SAN FRANCISCO, CA 94121","CA
(37.775097, -122.499771)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,Fairmount Elementary School / Preschool,-2,5,PK-5,PS030,3,10,38684786040984.0,"65 CHENERY ST, San Francisco, CA 94131","CA
(37.740433, -122.425011)",63,8,7,2.0,7.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
311,"Wu Yee Child Development Center - Omi (Ocean View,Merced Heights,Ingleside)",-2,-1,PK,CDC164,3,4,384002513.0,"1111 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA 94132","CA
(37.717464, -122.47197)",64,11,24,9.0,8.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312,"Yu, Alice Fong Yu Alternative School",0,8,K-8,PS127,5,13,38684786113245.0,"1541 12TH AVE, San Francisco, CA 94122","CA
(37.758965, -122.469681)",56,7,12,1.0,8.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,Presidio Knolls School,0,8,K-8,IND284,5,13,38684786144034.0,"250 10TH ST, SAN FRANCISCO, CA 94103","CA
(37.77319, -122.413704)",28853,6,34,8.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
